 36637  141182908  8.8  4.17 0.04  33.17  0.42 1 11.27  0.26 1.36 0.07
 36650  373915385  7.8  4.01 0.04  33.71  0.48 1 12.38  0.30 1.67 0.10
 36660  149219284  7.5  9.49 0.02 116.21  1.20 0  7.62  0.08 2.19 0.07
 36687  382259475  8.5  6.22 0.04  69.58  1.22 1 10.62  0.23 2.54 0.15
 36688  149219241  6.7  4.75 0.03  46.56  0.72 1 12.19  0.24 2.24 0.12
 36736  382260143  8.3  4.52 0.04  38.65  0.40 0 11.18  0.23 1.56 0.07
 36753  141154669  8.4  4.80 0.04  44.47  1.01 1 11.40  0.32 1.87 0.14
 36791  141211326  6.4  4.00 0.03  35.35  0.47 0 13.05  0.26 1.95 0.10
 36805  287299444  7.0  1.72 0.02  13.69  0.46 0 27.33  1.12 3.31 0.37
 36816  382259605  7.7  4.00 0.05  32.12  0.64 1 11.86  0.38 1.46 0.11
 37048  382267999  7.4  3.73 0.03  31.24  0.54 1 13.26  0.31 1.78 0.11
 37167  149301860  6.8  4.20 0.03  36.25  0.70 1 12.14  0.29 1.73 0.11
 37180  391820418  8.5  4.22 0.06  35.31  1.07 1 11.71  0.49 1.57 0.17
 37181  391823977  7.9  4.47 0.03  44.16  0.64 0 13.05  0.26 2.44 0.13
 37193  382302953  7.4  4.15 0.03  33.64  0.77 1 11.54  0.31 1.45 0.11
 37196  407636552  7.0  7.19 0.03  80.72  0.75 0  9.22  0.12 2.22 0.07
 37297  149304313  4.5  5.53 0.02  55.44  0.42 0 10.71  0.11 2.06 0.06
 37336  149347534  8.3  3.81 0.04  31.99  0.25 1 13.02  0.29 1.75 0.08
 37364  149304723  9.0  4.35 0.03  36.16  1.07 1 11.29  0.37 1.49 0.14
 37501  149347992  5.6 11.34 0.03 166.58  1.60 0  7.65  0.08 3.16 0.10
 37630  149390710  7.5 24.55 0.10 328.97 10.87 0  3.22  0.11 1.11 0.11
 37729  350335464  8.0  4.51 0.03  38.15  0.84 1 11.08  0.28 1.52 0.11
 37762  276939371  7.2  3.91 0.04  30.38  1.01 1 11.74  0.46 1.36 0.15
 37763  141280255  4.2 12.46 0.03 154.79  0.46 0  5.89  0.03 1.74 0.02
 37782  350342371  7.4  4.34 0.05  39.01  0.77 1 12.23  0.37 1.89 0.14
 37816  141280442  8.9  5.17 0.02  50.09  0.42 0 11.07  0.13 1.99 0.06
 37878  276946045  7.5 12.86 0.03 170.66  1.17 0  6.10  0.05 2.05 0.05
 37994  141280973  9.1  4.61 0.05  43.12  0.84 1 11.98  0.35 2.00 0.15
 38042  350344761  6.3  4.58 0.03  42.25  0.71 0 11.90  0.25 1.94 0.11
 38124  141410248  8.8  4.60 0.03  41.00  0.47 1 11.44  0.20 1.74 0.08
 38175  141410478  7.0  4.23 0.04  37.91  0.62 1 12.52  0.31 1.92 0.12
 38317  350443833  6.8  1.79 0.02  12.67  0.27 0 23.36  0.72 2.24 0.17
 38328  350442988  6.9  6.18 0.03  67.38  1.14 0 10.42  0.20 2.37 0.13
 38330  277185072  8.3  7.50 0.05  89.53  2.08 1  9.40  0.25 2.56 0.19
 38331  141412181  7.1  4.44 0.04  37.55  0.61 1 11.25  0.27 1.54 0.09
 38332  141413219  8.5  4.48 0.02  40.55  0.34 0 11.93  0.15 1.87 0.06
 38345  277289695  8.3  3.69 0.03  34.06  0.50 0 14.78  0.32 2.41 0.13
 38398  141413025  7.1  4.53 0.03  45.55  0.48 0 13.11  0.22 2.53 0.10
 38473  141422621  7.5  6.10 0.05  66.29  1.66 1 10.52  0.31 2.38 0.19
 38541  261107827  8.1  4.12 0.03  31.07  1.22 1 10.81  0.45 1.18 0.14
 38601  141427823  7.6  4.39 0.03  42.61  0.80 1 13.06  0.30 2.35 0.15
 38727  404932426  7.8  3.49 0.03  31.34  0.50 0 15.20  0.36 2.34 0.14
 38875  261108256  7.3  5.15 0.03  47.71  0.48 0 10.63  0.16 1.74 0.07
 38942  389434483  6.6  5.42 0.04  60.11  0.64 1 12.09  0.22 2.84 0.12
 39016  261138245  8.1  7.47 0.04  90.00  1.00 1  9.53  0.15 2.64 0.10
 39245  364591584  7.2  4.43 0.04  36.07  1.11 1 10.86  0.39 1.38 0.14
 39246  370227522  8.1  5.00 0.02  50.06  0.64 0 11.83  0.18 2.27 0.09
 39281  270578346  6.9 15.26 0.03 201.82  0.86 0  5.12  0.03 1.71 0.03
 39336  270627594  7.7 27.82 0.15 393.02 27.24 0  3.00  0.21 1.14 0.24
 39389  392012013  7.9  3.48 0.03  30.69  0.91 1 14.97  0.51 2.22 0.21
 39446  149601500  7.7  2.16 0.04  17.96  0.32 0 22.74  0.93 3.00 0.27
 39505  149601804  8.7  8.89 0.02 104.22  0.89 0  7.79  0.07 2.05 0.06
 39506  141471522  8.4  2.11 0.02  17.92  0.23 0 23.77  0.54 3.28 0.18
 39523  350619228  3.6  4.32 0.02  38.20  0.47 0 12.09  0.19 1.81 0.07
 39547  270676778  5.6  2.28 0.02  21.68  1.84 0 24.64  2.14 4.26 1.10
 39567  149625947  6.6  3.84 0.02  35.79  0.73 0 14.34  0.33 2.38 0.15
 39577  350622996  6.2  5.56 0.02  58.05  2.02 1 11.09  0.39 2.31 0.24
 39640  270678026  4.3  5.21 0.03  50.84  0.86 1 11.06  0.23 2.01 0.11
 39779  141472806  8.5  3.52 0.04  28.12  1.24 0 13.41  0.67 1.64 0.23
 39810  141482069  5.6  4.71 0.03  43.46  0.44 1 11.57  0.19 1.88 0.08
 39859  389795281  8.8  4.77 0.02  48.29  0.65 0 12.54  0.20 2.46 0.11
 39919  350656312  6.7  4.23 0.04  38.43  0.50 1 12.69  0.29 2.00 0.11
 39963  364322720  5.6  2.41 0.05  23.59  2.49 0 23.99  2.72 4.39 1.44
 39976  452377786  8.2 13.53 0.04 174.50  3.28 0  5.63  0.11 1.79 0.10
 39980  389801918  7.3  2.37 0.02  19.18  0.41 0 20.17  0.55 2.53 0.18
 40032  389870267  7.5  3.96 0.03  34.92  0.49 1 13.15  0.27 1.96 0.10
