40157  141526352  4753 144  0.00 0.27 10.17 0.32 1.68 0.14 5
40294  374858999  5139 129 -0.20 0.25  2.93 0.13 1.22 0.15 5
40296  141526547  4635  93                                 6
40306  375093075  5059 120 -0.49 0.16  9.50 0.58 1.62 0.28 5
40322  141526866  4810  96 -0.55 0.10 10.29 0.32 1.02 0.08 4
40342  374856731  5010 100 -0.40 0.20  4.73 0.14 1.12 0.08 5
40365  31272092   5078 134 -0.49 0.20 10.92 0.35 1.20 0.10 5
40409  374860864  4806  96  0.08 0.10  5.06 0.12 1.22 0.07 4
40434  350742701  4670  93  0.00 0.10 11.92 0.36 1.15 0.09 3
40508  350764206  4945  99 -0.28 0.30 10.59 0.28 2.24 0.15 5
40525  350763118  5064 113 -0.08 0.20  9.76 0.24 2.30 0.15 5
40560  374911449  4752  95  0.06 0.05 11.33 0.23 1.72 0.09 1
40736  141548514  4422 101 -0.23 0.20 23.68 0.92 1.64 0.17 5
40749  31411494   4632  93                                 6
40768  374945139  4394  96 -0.33 0.25 23.98 1.56 1.42 0.24 5
40870  374944446  4819  96 -0.32 0.05 11.40 0.43 0.98 0.09 1
40992  141607108  5058 101 -0.51 0.20  5.46 0.14 1.46 0.09 5
41023  149930673  4696 103 -0.61 0.33 25.11 1.55 2.78 0.45 5
41024  141607442  4602  92 -0.26 0.10 10.72 0.22 1.55 0.09 4
41038  141608289  4703  97  0.01 0.19 10.45 0.27 1.23 0.08 5
41048  149932374  5163 103                                 6
41050  31508240   5159 159 -0.41 0.34  8.97 0.26 2.17 0.16 5
41095  141545247  4786  96 -0.05 0.05 12.91 0.50 1.61 0.16 1
41136  141607868  4208  86 -0.09 0.16 24.35 1.43 1.42 0.21 5
41137  261207550  4728 125 -0.18 0.30 12.09 0.37 1.86 0.16 5
41232  350857817  4388  88  0.49 0.12 18.16 0.50 1.49 0.11 5
41235  31528221   4743  95  0.15 0.05  5.22 0.13 1.28 0.08 1
41371  149973196  4765 116 -0.09 0.08 12.85 0.65 1.30 0.18 5
41412  31532827   4749 128 -0.08 0.21 11.26 0.40 1.12 0.11 5
41451  149988225  4893  98  0.17 0.05  9.93 0.31 2.25 0.19 2
41516  141611461  4934  99  0.02 0.05 12.76 0.37 2.43 0.19 1
41540  737407687  4959  99 -0.67 0.20  7.36 0.28 0.96 0.09 5
41540  149988571  4877  98 -0.77 0.05  7.12 0.27 0.88 0.09 1
41556  31534033   4824  96                                 6
41557  141610486  4985 100 -0.05 0.05 10.13 0.79 1.72 0.39 1
41587  31600399   4424 130  0.50 0.24 11.28 0.37 1.21 0.10 5
41652  219165663  4653 115 -0.21 0.29 13.56 0.46 1.43 0.12 5
41653  141610759  4840 112 -0.21 0.16 10.55 0.38 1.06 0.10 5
41802  41035485   4784  96 -0.22 0.10  9.59 0.34 0.92 0.09 4
41826  141627237  4716  94 -0.17 0.05  6.72 0.16 1.01 0.06 1
41864  260004744  5391 108 -1.00 0.14  9.62 0.27 2.72 0.20 5
41885  261255772  4808 101 -0.00 0.15  5.31 0.15 1.12 0.08 5
41904  149993187  4870 116 -0.29 0.17 10.77 0.38 1.48 0.14 5
41924  149993423  4711  94 -0.21 0.30 13.63 0.44 1.77 0.15 5
41959  260004064  4883 100 -0.29 0.16 10.94 0.22 1.74 0.09 5
41961  261237686  4556  91  0.21 0.10 10.33 0.32 0.94 0.08 4
42010  260003139  4922  98 -0.20 0.05  4.86 0.15 1.18 0.10 1
